FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,age
Jamie Mullarkey,182.88,155 lbs.,74,Orthodox,1994-08-17,1311.0
Jim Mullen,185.42,215 lbs.,,Southpaw,,
Melissa Mullins,170.18,135 lbs.,68,Orthodox,1991-07-23,1681.0
Ananias Mulumba,,145 lbs.,,,1998-09-18,
Pedro Munhoz,167.64000000000001,135 lbs.,65,Orthodox,1986-09-07,1432.0
Andre Muniz,185.42,185 lbs.,78,Southpaw,1990-02-17,1552.0
Mark Munoz,182.88,185 lbs.,71,Orthodox,1978-02-09,1621.0
Alexander Munoz,175.26,155 lbs.,72,Switch,1990-02-27,1588.0
Johnny Munoz,175.26,135 lbs.,71,Orthodox,1993-02-16,1550.0
Andy Murad,175.26,185 lbs.,,,,
Olivier Murad,177.8,145 lbs.,72,Southpaw,1993-12-21,
Makhmud Muradov,187.96,185 lbs.,75,Orthodox,1990-02-08,1546.0
Kazunari Murakami,185.42,220 lbs.,,Orthodox,1973-11-29,
Ryuichi Murata,172.72,183 lbs.,,Orthodox,,
Kanako Murata,154.94,115 lbs.,62,Orthodox,1993-08-10,1422.0
Ailiya Muratbek,,155 lbs.,,,,
Vince Murdock,167.64000000000001,145 lbs.,64,Orthodox,1991-03-21,
Samandar Murodov,185.42,170 lbs.,75,Orthodox,1999-08-28,
Tom Murphy,187.96,227 lbs.,,Southpaw,1974-11-19,1632.0
Ian Murphy,185.42,185 lbs.,,Orthodox,1985-06-14,
Jon Murphy,190.5,260 lbs.,,Orthodox,1977-08-09,
Lauren Murphy,165.1,125 lbs.,67,Orthodox,1983-07-27,1620.0
Patrick Murphy,182.88,170 lbs.,,,,
Lerone Murphy,175.26,145 lbs.,73,Orthodox,1991-07-22,1467.0
Lee Murray,190.5,185 lbs.,,Orthodox,1977-09-12,1376.0
Jesse Murray,190.5,205 lbs.,78,Orthodox,1993-01-26,
Khalid Murtazaliev,182.88,185 lbs.,76,Orthodox,1993-07-15,1313.0
Azamat Murzakanov,177.8,205 lbs.,71,Southpaw,1989-04-12,1717.0
Josias Musasa,172.72,135 lbs.,74,Southpaw,1998-10-10,1379.0
Tofiq Musayev,175.26,155 lbs.,69,Orthodox,1989-12-15,1853.0
Nicholas Musoke,182.88,170 lbs.,75,Orthodox,1986-04-05,1438.0
Andre Mussi,190.5,242 lbs.,,Orthodox,,
Magomed Mustafaev,172.72,155 lbs.,71,Orthodox,1988-08-02,1402.0
Max Mustaki,182.88,155 lbs.,,Orthodox,1987-11-07,
Elvis Mutapcic,182.88,185 lbs.,72,Orthodox,1986-07-19,1539.0
Fiona Muxlow,162.56,145 lbs.,,,1977-05-13,
Ho Bae Myeon,180.34,168 lbs.,,Orthodox,,
Katsuhiko Nagata,170.18,154 lbs.,,Southpaw,1973-10-31,
Yuji Nagata,182.88,225 lbs.,,Orthodox,1968-04-24,
Greg Nagy,185.42,210 lbs.,,Orthodox,1983-10-18,
Logan Nail,,185 lbs.,,,1989-06-20,
Muhammad Naimov,175.26,145 lbs.,70,Orthodox,1994-08-07,1503.0
Yukiya Naito,185.42,205 lbs.,,Orthodox,,
Yura Naito,182.88,185 lbs.,74,Orthodox,1996-04-26,
Andrews Nakahara,185.42,185 lbs.,,Orthodox,1983-03-12,
Rin Nakai,154.94,135 lbs.,,Orthodox,1986-10-22,1456.0
Kazuhiro Nakamura,180.34,205 lbs.,70,Orthodox,1979-07-16,1470.0
Keita Nakamura,180.34,170 lbs.,73,Southpaw,1984-05-22,1177.0
Daisuke Nakamura,170.18,154 lbs.,,Orthodox,1980-06-10,
Yusaku Nakamura,165.1,145 lbs.,,,1986-06-21,
Rinya Nakamura,170.18,135 lbs.,68,Southpaw,1995-03-23,1454.0
Keiichiro Nakamura,177.8,145 lbs.,70,Southpaw,1998-12-02,
Tokitaka Nakanishi,167.64000000000001,135 lbs.,66,Orthodox,1996-07-28,
Jutaro Nakao,175.26,170 lbs.,,Southpaw,1970-11-30,1633.0
Yoshihiro Nakao,182.88,220 lbs.,,Southpaw,1972-06-25,
Mandel Nallo,182.88,155 lbs.,75,Orthodox,1989-07-26,
Yui Chul Nam,175.26,145 lbs.,,Orthodox,1981-07-16,1702.0
Tyson Nam,170.18,125 lbs.,68,Orthodox,1983-10-06,1876.0
Rose Namajunas,165.1,125 lbs.,65,Orthodox,1992-06-29,1171.0
Yasuhito Namekawa,175.26,205 lbs.,,Orthodox,1974-10-27,
Nad Narimani,172.72,145 lbs.,70,Orthodox,1987-04-14,1631.0
Roger Narvaez,190.5,185 lbs.,,Southpaw,1983-09-09,1604.0
Fabio Nascimento,177.8,185 lbs.,,Orthodox,,
Allan Nascimento,172.72,125 lbs.,69,Orthodox,1991-09-11,1572.0
Rodrigo Nascimento,187.96,246 lbs.,80,Orthodox,1992-11-26,1454.0
Bobby Nash,182.88,170 lbs.,74,Orthodox,1990-03-26,1424.0
Reza Nasri,180.34,205 lbs.,,Orthodox,,
Nasrudin Nasrudinov,182.88,205 lbs.,71,Orthodox,1991-10-06,
Pawel Nastula,182.88,230 lbs.,,Southpaw,1970-06-26,
Rafael Natal,182.88,185 lbs.,77,Orthodox,1982-12-25,1446.0
Kevin Natividad,167.64000000000001,135 lbs.,70,Orthodox,1993-04-02,1439.0
Ismail Naurdiev,177.8,185 lbs.,74,Orthodox,1996-08-18,1174.0
Danny Navarro,177.8,155 lbs.,,,1983-05-27,
Marcio Navarro,182.88,155 lbs.,,,1978-09-17,
Tafon Nchukwi,182.88,185 lbs.,77,Orthodox,1994-10-14,1386.0
Dustin Neace,175.26,145 lbs.,69,,1986-09-12,1316.0
Josh Neal,182.88,185 lbs.,,,,
Joe Neal,167.64000000000001,135 lbs.,,,1986-07-29,
Geoff Neal,180.34,170 lbs.,75,Southpaw,1990-08-28,1481.0
Stanislav Nedkov,180.34,205 lbs.,71,Orthodox,1981-12-09,1550.0
Josh Neer,180.34,170 lbs.,72,Orthodox,1983-03-24,1167.0
Nicolae Negumereanu,182.88,205 lbs.,78,Orthodox,1994-09-04,1397.0
Steve Nelmark,182.88,240 lbs.,,Orthodox,,
Shane Nelson,175.26,155 lbs.,70,Southpaw,1984-11-29,1288.0
Roy Nelson,182.88,263 lbs.,73,Orthodox,1976-06-20,1822.0
Gunnar Nelson,180.34,170 lbs.,72,Switch,1988-07-28,1261.0
Kyle Nelson,180.34,155 lbs.,71,Switch,1991-04-20,1442.0
Lissette Neri,157.48000000000002,145 lbs.,,,1987-08-05,
Mario Neto,182.88,229 lbs.,,Orthodox,,
Antonio Braga Neto,190.5,185 lbs.,77,Orthodox,1987-10-29,1391.0
Eduardo Neves,187.96,263 lbs.,78,Orthodox,2000-03-16,
Julio Cesar Neves Jr.,172.72,145 lbs.,,,1994-04-25,
Nick Newell,177.8,155 lbs.,,Southpaw,1986-03-17,
Journey Newson,165.1,135 lbs.,67,Orthodox,1989-03-07,1581.0
Jeff Newton,187.96,205 lbs.,,Sideways,1966-12-11,2031.0
Carlos Newton,175.26,170 lbs.,,Orthodox,1976-08-17,1315.0
Emanuel Newton,185.42,205 lbs.,,,1984-01-02,
Francis Ngannou,193.04,250 lbs.,83,Orthodox,1986-09-05,1586.0
Nghiem Van Y,170.18,135 lbs.,68,Orthodox,1999-05-15,
Ben Nguyen,165.1,125 lbs.,65,Switch,1988-08-03,1396.0
Steven Nguyen,180.34,145 lbs.,73,Switch,1993-05-19,1609.0
Alex Nicholson,193.04,185 lbs.,77,Orthodox,1990-05-02,1344.0
Bo Nickal,185.42,185 lbs.,76,Southpaw,1996-01-14,1528.0
Mike Nickels,193.04,205 lbs.,,Orthodox,1971-12-13,1855.0
Matheus Nicolau,167.64000000000001,125 lbs.,66,Orthodox,1993-01-06,1191.0
Stewart Nicoll,165.1,125 lbs.,65,Orthodox,1996-04-11,1479.0
Jaimelene Nievera,165.1,125 lbs.,,Orthodox,1984-10-28,
Khomkrit Niimi,157.48000000000002,125 lbs.,,,,
Tom Niinimaki,175.26,145 lbs.,69,Orthodox,1982-07-25,1635.0
Ramsey Nijem,180.34,155 lbs.,75,Orthodox,1988-04-01,1209.0
Hans Nijman,182.88,250 lbs.,,Switch,1959-10-23,
Fedor Nikolov,,--,,,,
Jack Nilson,,--,,,,
Mats Nilsson,185.42,170 lbs.,,Orthodox,1983-12-05,1578.0
Guangyou Ning,162.56,145 lbs.,64,Southpaw,1981-12-15,1823.0
Soichi Nishida,180.34,320 lbs.,,Orthodox,,
Yosuke Nishijima,175.26,205 lbs.,,Orthodox,1973-05-15,
Yamato Nishikawa,170.18,155 lbs.,,Orthodox,2002-12-06,
Akiyo Nishiura,172.72,139 lbs.,,Southpaw,1983-08-08,
Anthony Njokuani,185.42,155 lbs.,75,Orthodox,1980-03-01,1620.0
Chidi Njokuani,190.5,170 lbs.,80,Orthodox,1988-12-31,1906.0
Derrick Noble,175.26,170 lbs.,,Southpaw,1978-08-14,1443.0
Kyle Noblitt,187.96,243 lbs.,,,1989-12-26,
Pedro Nobre,165.1,135 lbs.,,,1986-02-13,1405.0
Jacob Noe,,205 lbs.,,,,
Antonio Rodrigo Nogueira,190.5,240 lbs.,77,Orthodox,1976-06-02,1699.0
Rogerio Nogueira,187.96,205 lbs.,75,Southpaw,1976-06-02,1773.0
Alexandre Franca Nogueira,170.18,145 lbs.,,Orthodox,1978-01-15,
Talita Nogueira,177.8,145 lbs.,,,1985-10-13,
Kyle Noke,185.42,170 lbs.,76,Southpaw,1980-03-18,1578.0
Tom Nolan,190.5,155 lbs.,73,Southpaw,2000-03-08,1244.0
Eric Nolan,187.96,185 lbs.,74,Orthodox,1997-09-13,1457.0
Nick Nolte,182.88,170 lbs.,,,,
KJ Noons,177.8,155 lbs.,70,Orthodox,1982-12-07,1589.0
Sage Northcutt,182.88,170 lbs.,71,Orthodox,1996-03-01,1022.0
Jan Nortje,185.42,310 lbs.,,Southpaw,1975-04-11,
Scott Norton,177.8,170 lbs.,,Orthodox,1973-03-15,
Shohei Nose,167.64000000000001,135 lbs.,68,Switch,1997-10-19,
Jonatas Novaes,180.34,170 lbs.,,,1981-03-02,
Jason Novelli,182.88,155 lbs.,,Orthodox,1979-06-08,1939.0
Phillipe Nover,175.26,145 lbs.,72,Orthodox,1984-02-03,1297.0
Shayilan Nuerdanbieke,172.72,145 lbs.,69,Orthodox,1994-05-04,1411.0
Azamat Nuftillaev,,265 lbs.,,,1994-01-01,
Diego Nunes,167.64000000000001,145 lbs.,67,Orthodox,1982-11-30,1465.0
Amanda Nunes,172.72,135 lbs.,69,Orthodox,1988-05-30,1373.0
Nina Nunes,165.1,125 lbs.,64,Orthodox,1985-12-03,1509.0
Istela Nunes,162.56,115 lbs.,66,Orthodox,1992-07-23,1584.0
Josiane Nunes,157.48000000000002,135 lbs.,67,Southpaw,1993-12-23,1443.0
Diyar Nurgozhay,187.96,205 lbs.,74,Southpaw,1997-04-22,1478.0
Khabib Nurmagomedov,177.8,155 lbs.,70,Orthodox,1988-09-20,1217.0
Said Nurmagomedov,172.72,135 lbs.,70,Orthodox,1992-04-05,1370.0
Abubakar Nurmagomedov,180.34,170 lbs.,72,Orthodox,1989-11-13,1636.0
Umar Nurmagomedov,172.72,135 lbs.,69,Orthodox,1996-01-03,1365.0
Adilet Nurmatov,,155 lbs.,,,1997-08-02,
Kennedy Nzechukwu,195.57999999999998,236 lbs.,83,Southpaw,1992-06-13,1416.0
Jake O'Brien,190.5,205 lbs.,76,Orthodox,1984-09-25,1222.0
TJ O'Brien,187.96,155 lbs.,,Orthodox,1987-01-01,1246.0
Sean O'Connell,185.42,205 lbs.,74,Orthodox,1983-09-02,1597.0
Dan O'Connor,162.56,115 lbs.,,,1982-11-17,
Sean O'Haire,195.57999999999998,270 lbs.,,Orthodox,1971-02-25,
Sean O'Malley,180.34,135 lbs.,72,Switch,1994-10-24,1336.0
Jeremiah O'Neal,172.72,260 lbs.,,,1977-10-25,
Chuck O'Neil,187.96,170 lbs.,,,1985-09-22,1340.0
Casey O'Neill,167.64000000000001,125 lbs.,69,Orthodox,1997-10-07,1219.0
Brendan O'Reilly,170.18,170 lbs.,69,Orthodox,1987-06-24,1417.0
Takahiro Oba,172.72,200 lbs.,,Southpaw,,
Nobuhiro Obiya,172.72,145 lbs.,,Orthodox,1981-01-15,
Jose Ochoa,170.18,125 lbs.,67,Southpaw,2000-12-31,1246.0
Christian Ocon,172.72,135 lbs.,69,Orthodox,1996-02-05,
Richard Odoms,195.57999999999998,265 lbs.,,Orthodox,1975-05-08,
Volkan Oezdemir,187.96,205 lbs.,75,Orthodox,1989-09-19,1428.0
Kaan Ofli,170.18,145 lbs.,66,Orthodox,1993-06-19,1650.0
Naoya Ogawa,193.04,255 lbs.,,Orthodox,1968-03-31,
Trey Ogden,180.34,155 lbs.,72,Orthodox,1989-11-14,1691.0
Andy Ogle,172.72,145 lbs.,69,Orthodox,1989-02-16,1304.0
Ho Taek Oh,,155 lbs.,,,1993-07-20,
Michiyoshi Ohara,177.8,205 lbs.,,Orthodox,,
Koji Oishi,172.72,170 lbs.,,Orthodox,1977-05-31,1461.0
Takayuki Okada,185.42,290 lbs.,,Orthodox,,
Yushin Okami,187.96,170 lbs.,75,Southpaw,1981-07-21,1351.0
JJ Okanovich,180.34,155 lbs.,76,Orthodox,1990-11-04,
Bolaji Oki,177.8,155 lbs.,73,Orthodox,1995-11-15,1473.0
Kazuki Okubo,180.34,175 lbs.,,Orthodox,,
Masakatsu Okuda,,--,,,,
Aleksei Oleinik,187.96,240 lbs.,80,Orthodox,1977-06-20,1952.0
Michal Oleksiejczuk,182.88,185 lbs.,74,Southpaw,1995-02-22,1192.0
Cezary Oleksiejczuk,190.5,185 lbs.,75,Southpaw,2000-01-06,
Rafaello Oliveira,172.72,155 lbs.,71,Orthodox,1982-01-26,1442.0
Charles Oliveira,177.8,155 lbs.,74,Orthodox,1989-10-17,1084.0
Jorge Oliveira,185.42,205 lbs.,,,,
Ednaldo Oliveira,195.57999999999998,205 lbs.,,Orthodox,1984-02-19,1455.0
Alex Oliveira,180.34,170 lbs.,76,Orthodox,1988-02-21,1412.0
Maria Oliveira,167.64000000000001,115 lbs.,69,Orthodox,1996-12-12,1297.0
Bruno Oliveira,193.04,205 lbs.,80,Orthodox,1984-05-02,
Saimon Oliveira,162.56,135 lbs.,72,Orthodox,1991-04-21,1604.0
Vinicius Oliveira,175.26,135 lbs.,70,Switch,1995-11-30,1491.0
Ravena Oliveira,165.1,115 lbs.,65,Orthodox,1997-02-20,1390.0
Michael Oliveira,,170 lbs.,,,1998-01-21,
Wendell Oliveira Marques,177.8,170 lbs.,,Orthodox,1983-06-01,1632.0
Felipe Olivieri,175.26,155 lbs.,,Orthodox,1985-04-12,1607.0
Andy Ologun,182.88,154 lbs.,,Orthodox,1983-06-12,
Shana Olsen,170.18,145 lbs.,,,1980-12-17,
Casey Olson,170.18,145 lbs.,,Orthodox,,
Dennis Olson,182.88,170 lbs.,,,,
Cameron Olson,185.42,205 lbs.,75,Orthodox,1989-11-22,
Gadzhi Omargadzhiev,185.42,170 lbs.,71,Switch,1993-02-24,1520.0
Alan Omer,177.8,145 lbs.,,Orthodox,1988-09-14,1334.0
Daniel Omielanczuk,182.88,247 lbs.,74,Southpaw,1982-08-31,1620.0
Michihiro Omigawa,167.64000000000001,145 lbs.,68,Orthodox,1975-12-19,1657.0
David Onama,180.34,145 lbs.,74,Orthodox,1994-06-07,1428.0
Charlie Ontiveros,187.96,155 lbs.,74,Switch,1991-07-04,1530.0
Chibwikem Onyenegecha,190.5,185 lbs.,,Orthodox,1994-04-18,
Myktybek Orolbai,177.8,155 lbs.,74,Orthodox,1998-02-10,1344.0
Sam Oropeza,187.96,170 lbs.,,,,
Brian Ortega,172.72,145 lbs.,69,Switch,1991-02-21,1222.0
Tito Ortiz,190.5,205 lbs.,74,Orthodox,1975-01-23,1496.0
Jorge Ortiz,182.88,185 lbs.,,Orthodox,,
Dustin Ortiz,165.1,125 lbs.,65,Orthodox,1988-12-25,1297.0
Kenji Osawa,170.18,135 lbs.,66,Orthodox,1976-11-04,
Ode Osbourne,170.18,125 lbs.,73,Southpaw,1992-01-09,1462.0
Kurt Osiander,,185 lbs.,,,,
Nick Osipczak,187.96,170 lbs.,76,Orthodox,1984-12-30,1349.0
Nissen Osterneck,187.96,185 lbs.,,Orthodox,1981-05-01,1456.0
Rachael Ostovich,160.02,125 lbs.,62,Orthodox,1991-02-25,1396.0
Pedro Otavio,190.5,245 lbs.,,Orthodox,,
Alexander Otsuka,185.42,205 lbs.,,Orthodox,1971-07-17,
Takafumi Otsuka,167.64000000000001,139 lbs.,,Orthodox,,
Quemuel Ottoni,182.88,155 lbs.,72,Orthodox,1992-10-22,
Zak Ottow,180.34,170 lbs.,72,Orthodox,1986-12-22,1553.0
Artur Oumakhanov,170.18,154 lbs.,,Orthodox,1979-02-27,
Sidney Outlaw,172.72,170 lbs.,74,Orthodox,1992-04-11,
Alistair Overeem,193.04,265 lbs.,80,Orthodox,1980-05-17,1649.0
Valentijn Overeem,190.5,230 lbs.,,Orthodox,1976-08-17,
Craig Oxley,175.26,155 lbs.,,,1973-02-14,
Shungo Oyama,180.34,185 lbs.,,Southpaw,1974-04-11,
Ren Ozaki,170.18,135 lbs.,68,Orthodox,2001-12-15,
Alptekin Ozkilic,165.1,125 lbs.,65,Orthodox,1986-03-27,1446.0
Raquel Pa'aluhi,170.18,135 lbs.,,,,
Nick Pace,170.18,135 lbs.,68,Orthodox,1987-04-17,1233.0
Jimmie Pace,,185 lbs.,,,1996-04-09,
Larissa Pacheco,170.18,135 lbs.,,Orthodox,1994-09-07,1044.0
Angel Pacheco,172.72,135 lbs.,70,Orthodox,1992-01-13,1680.0
Teemu Packalen,185.42,155 lbs.,75,Orthodox,1987-05-22,1469.0
George Pacurariu,170.18,135 lbs.,,,1984-07-28,
Cyrillo Padilha,180.34,155 lbs.,,,1978-01-23,
Gary Padilla,180.34,205 lbs.,,,1980-05-04,
Fernando Padilla,185.42,145 lbs.,76,Orthodox,1996-12-15,1375.0
Chris Padilla,175.26,155 lbs.,74,Orthodox,1995-09-14,1493.0
Damacio Page,167.64000000000001,135 lbs.,66,Orthodox,1982-09-30,1483.0
Michael Page,190.5,185 lbs.,79,Switch,1987-04-07,1926.0
Dustin Pague,175.26,135 lbs.,74,Orthodox,1987-08-05,1298.0
Josh Paiva,167.64000000000001,125 lbs.,,,1991-04-05,
Raulian Paiva,172.72,135 lbs.,69,Orthodox,1995-10-17,1216.0
Dinis Paiva Jr.,175.26,145 lbs.,71,Southpaw,1988-05-26,
Fredson Paixao,167.64000000000001,145 lbs.,66,Orthodox,1979-05-13,1646.0
Luis Pajuelo,177.8,145 lbs.,69,Orthodox,1994-12-18,1526.0
Jose Palacios,175.26,145 lbs.,,Orthodox,,
Ricky Palacios,167.64000000000001,145 lbs.,,Orthodox,1987-07-05,
Bart Palaszewski,175.26,145 lbs.,70,Orthodox,1983-05-30,1482.0
Sasha Palatnikov,185.42,170 lbs.,72,Switch,1989-03-15,1653.0
Soa Palelei,193.04,265 lbs.,81,Orthodox,1977-07-12,1589.0
Rousimar Palhares,172.72,170 lbs.,71,Orthodox,1980-02-26,1488.0
Tulio Palhares,,180 lbs.,,,,
Stephen Palling,162.56,143 lbs.,,,1967-01-29,
Eduardo Pamplona,180.34,170 lbs.,,,1973-02-20,
Ruel Panales,165.1,125 lbs.,67,Southpaw,1996-12-07,
Yuri Panferov,185.42,185 lbs.,72,Orthodox,1996-08-30,
Alexandre Pantoja,165.1,125 lbs.,67,Orthodox,1990-04-16,1448.0
Jared Papazian,172.72,135 lbs.,67,Southpaw,1988-02-01,1250.0
Kathryn Paprocki,160.02,115 lbs.,63,Orthodox,1993-04-28,
Joe Pardo,185.42,210 lbs.,,Southpaw,,
Bryan Pardoe,185.42,205 lbs.,,Orthodox,,
Remco Pardoel,190.5,260 lbs.,,Southpaw,,
Ido Pariente,172.72,155 lbs.,,Orthodox,,
Josh Parisian,193.04,265 lbs.,79,Orthodox,1989-06-28,1694.0
Karo Parisyan,177.8,170 lbs.,72,Orthodox,1982-08-28,1118.0
Won Sik Park,180.34,154 lbs.,,Orthodox,,
JunYong Park,177.8,185 lbs.,73,Orthodox,1991-02-27,1629.0
Harvey Park,182.88,155 lbs.,70,Orthodox,1986-03-22,
HyunSung Park,170.18,125 lbs.,66,Orthodox,1995-11-04,1422.0
JaeHyun Park,172.72,155 lbs.,73,Orthodox,2001-12-10,
EoJin Park,182.88,145 lbs.,71,Orthodox,2001-12-26,
Norman Parke,180.34,155 lbs.,70,Southpaw,1986-12-22,1355.0
Ryan Parker,190.5,235 lbs.,,Southpaw,,
Larry Parker,180.34,205 lbs.,,Orthodox,,
Tyra Parker,165.1,115 lbs.,,Orthodox,,
Mick Parkin,193.04,265 lbs.,79,Orthodox,1995-10-02,1485.0
Willie Parks,177.8,185 lbs.,,,1983-11-04,
Jordan Parsons,175.26,145 lbs.,,,1990-08-26,
Preston Parsons,180.34,170 lbs.,71,Orthodox,1995-07-15,1357.0
Jonny Parsons,175.26,170 lbs.,69,Orthodox,1991-09-06,1663.0
Onassis Parungao,180.34,200 lbs.,,,,
Ramona Pascual,170.18,135 lbs.,66,Southpaw,1988-09-23,1744.0
Quentin Pasley,,205 lbs.,,,,
Billy Pasulatan,165.1,125 lbs.,66,Switch,1991-08-07,
Guilherme Pat,,265 lbs.,,,,
Jhonoven Pati,185.42,185 lbs.,75,Switch,1990-08-29,
Windri Patilima,167.64000000000001,155 lbs.,71,Southpaw,1993-07-19,
Jorge Patino,172.72,170 lbs.,,Orthodox,1973-08-05,
Russell Patrick,175.26,145 lbs.,,,,
Claude Patrick,180.34,170 lbs.,75,Orthodox,1980-06-14,1565.0
Alan Patrick,180.34,155 lbs.,74,Southpaw,1983-07-19,1593.0
Michael Patt,182.88,205 lbs.,,Orthodox,,
Justin Patterson,177.8,170 lbs.,,,1985-12-07,
Sam Patterson,190.5,170 lbs.,78,Orthodox,1996-04-30,1446.0
Zac Pauga,187.96,205 lbs.,76,Orthodox,1988-02-25,1797.0
Julio Paulino,182.88,170 lbs.,,Orthodox,1975-12-04,1789.0
Thomas Paull,170.18,155 lbs.,67,Orthodox,1994-10-15,
Sergei Pavlovich,190.5,257 lbs.,84,Southpaw,1992-05-13,1384.0
Pawel Pawlak,182.88,170 lbs.,73,Orthodox,1989-02-08,1320.0
Estevan Payan,177.8,145 lbs.,,Orthodox,1982-03-14,1627.0
Sarah Payant,162.56,115 lbs.,,,,
Roland Payne,175.26,205 lbs.,,Orthodox,,
Jonathan Pearce,182.88,145 lbs.,71,Switch,1992-05-01,1433.0
Joe Pearson,177.8,145 lbs.,,Orthodox,1978-03-28,
Ross Pearson,172.72,155 lbs.,69,Orthodox,1984-09-26,1355.0
Andre Pederneiras,172.72,155 lbs.,,Orthodox,1967-03-22,
Carlo Pedersoli Jr.,180.34,170 lbs.,75,Southpaw,1993-06-08,1302.0
Matt Pedro,,--,,,,
Tyson Pedro,190.5,205 lbs.,79,Orthodox,1991-09-17,1314.0
Trevor Peek,175.26,145 lbs.,70,Switch,1995-01-09,1467.0
Willie Peeters,175.26,220 lbs.,,Orthodox,1965-10-26,
Filip Pejic,172.72,135 lbs.,,Orthodox,1992-07-21,1237.0
Kurt Pellegrino,172.72,155 lbs.,70,Orthodox,1979-05-07,1417.0
Yan Pellerin,180.34,205 lbs.,,Orthodox,,
Julianna Pena,167.64000000000001,135 lbs.,69,Orthodox,1989-08-19,1363.0
Luis Pena,190.5,155 lbs.,75,Southpaw,1993-07-05,1322.0
Felipe Pena,,--,,,1991-10-19,
Matej Penaz,190.5,185 lbs.,83,Southpaw,1996-10-14,
Sherman Pendergarst,185.42,235 lbs.,,Orthodox,1967-08-01,2050.0
Drew Pendleton,,145 lbs.,,,1983-12-08,
Cathal Pendred,185.42,170 lbs.,75,Orthodox,1987-09-02,1449.0
BJ Penn,175.26,155 lbs.,70,Orthodox,1978-12-13,1204.0
Jessica Penne,165.1,115 lbs.,67,Orthodox,1983-01-30,1689.0
Nick Penner,193.04,205 lbs.,,Southpaw,1980-03-26,1666.0
Justin Pennington,162.56,--,,,,
Raquel Pennington,170.18,135 lbs.,67,Orthodox,1988-09-05,1316.0
Tecia Pennington,154.94,115 lbs.,60,Orthodox,1989-08-16,1391.0
Jerron Peoples,182.88,170 lbs.,,,1982-05-04,
Godofredo Pepey,170.18,145 lbs.,73,Orthodox,1987-07-02,1516.0
Ray Perales,177.8,170 lbs.,,Orthodox,,
Robert Peralta,172.72,145 lbs.,71,Orthodox,1986-03-14,1339.0
Viviane Pereira,154.94,115 lbs.,63,Orthodox,1993-08-28,1215.0
Michel Pereira,185.42,185 lbs.,73,Orthodox,1993-10-06,1336.0
Alex Pereira,193.04,205 lbs.,79,Orthodox,1987-07-07,1825.0
Daniel Pereira,177.8,185 lbs.,,,1990-12-13,
Luciano Pereira,,125 lbs.,,Orthodox,2001-01-09,
Alice Pereira,172.72,135 lbs.,71,Orthodox,2005-12-20,1029.0
Rolando Perez,172.72,135 lbs.,,Orthodox,,
Philip Perez,165.1,155 lbs.,,Southpaw,,
Erik Perez,172.72,135 lbs.,68,Orthodox,1989-11-19,1175.0
Alejandro Perez,167.64000000000001,135 lbs.,67,Orthodox,1989-09-02,1388.0
Frankie Perez,180.34,155 lbs.,73,Orthodox,1989-05-11,1340.0
Jose Perez,,--,,,,
Alex Perez,167.64000000000001,125 lbs.,65,Orthodox,1992-03-21,1342.0
Markus Perez,185.42,185 lbs.,73,Orthodox,1988-06-22,1537.0
Ailin Perez,165.1,135 lbs.,66,Switch,1994-10-05,1456.0
Cristian Perez,175.26,155 lbs.,72,Orthodox,1999-08-17,
Rafael Pergentino,,205 lbs.,,Orthodox,2002-01-08,
Brando Pericic,195.57999999999998,245 lbs.,79,Orthodox,1994-08-03,1625.0
Anthony Perosh,190.5,205 lbs.,75,Orthodox,1972-10-05,1761.0
Thiago Perpetuo,177.8,170 lbs.,,Orthodox,1987-12-14,1279.0
Hernani Perpetuo,182.88,170 lbs.,,Orthodox,1985-05-24,1508.0
Jay Perrin,170.18,135 lbs.,67,Switch,1993-06-15,1496.0
Mike Perry,177.8,170 lbs.,71,Orthodox,1991-09-15,1300.0
Raphael Pessoa,190.5,262 lbs.,78,Orthodox,1989-03-09,1587.0
Viktor Pesta,190.5,240 lbs.,77,Orthodox,1990-07-15,1315.0
Leiticia Pestova,167.64000000000001,135 lbs.,,Orthodox,1984-01-15,
Tony Petarra,180.34,196 lbs.,,Orthodox,,
Tommy Petersen,,155 lbs.,,,,
Thomas Petersen,185.42,264 lbs.,74,Southpaw,1995-03-30,1529.0
Cory Peterson,210.82,400 lbs.,,Orthodox,,
Steven Peterson,177.8,145 lbs.,70,Orthodox,1990-05-29,1466.0
Vitor Petrino,187.96,265 lbs.,77,Orthodox,1997-08-28,1392.0
Andre Petroski,182.88,185 lbs.,73,Switch,1991-06-12,1585.0
Armen Petrosyan,190.5,185 lbs.,71,Orthodox,1990-11-03,1653.0
Ivana Petrovic,172.72,125 lbs.,70,Southpaw,1994-06-11,1586.0
Seth Petruzelli,182.88,205 lbs.,76,Orthodox,1979-12-03,1401.0
Peter Petties,180.34,145 lbs.,72,Southpaw,1990-12-20,
Anthony Pettis,177.8,155 lbs.,72,Orthodox,1987-01-27,1270.0
Sergio Pettis,167.64000000000001,125 lbs.,69,Orthodox,1993-08-18,1056.0
Forrest Petz,175.26,170 lbs.,71,Orthodox,1975-09-22,1620.0
Dino Pezao,,205 lbs.,,Orthodox,,
Cody Pfister,177.8,155 lbs.,73,Orthodox,1990-07-12,1283.0
Nam Phan,167.64000000000001,135 lbs.,70,Orthodox,1983-03-13,1481.0
